bust,waist,hips,shoulder,height,shape
39,33,32,23,159,InvertedTriangle
41,34,43,17,157,Hourglass
45,40,40,22,174,InvertedTriangle
40,34,42,16,153,Hourglass
37,31,37,18,179,Hourglass
37,37,35,20,165,Apple
39,30,39,17,176,Hourglass
40,32,38,16,176,Hourglass
34,32,33,19,167,Rectangle
42,40,40,17,176,Apple
39,35,33,24,160,InvertedTriangle
39,30,40,17,153,Hourglass
42,39,32,20,169,InvertedTriangle
34,33,35,19,171,Rectangle
45,40,35,20,172,InvertedTriangle
36,33,48,18,177,Pear
41,31,41,19,171,Hourglass
38,35,37,16,167,Rectangle
40,37,32,20,164,InvertedTriangle
36,35,35,18,161,Rectangle
41,34,42,17,156,Hourglass
39,32,37,18,155,Hourglass
37,31,36,19,174,Hourglass
38,28,40,19,181,Hourglass
35,33,35,16,161,Rectangle
40,39,40,16,184,Rectangle
33,30,44,16,155,Pear
44,38,38,22,173,InvertedTriangle
41,33,43,19,155,Hourglass
39,36,38,18,184,Rectangle
34,30,42,17,179,Pear
43,40,37,23,163,InvertedTriangle
42,36,43,19,168,Hourglass
35,32,43,18,169,Pear
40,36,34,23,183,InvertedTriangle
34,33,34,17,162,Rectangle
37,30,37,16,160,Hourglass
40,38,39,19,167,Apple
39,31,41,19,155,Hourglass
34,32,35,16,174,Rectangle
36,27,35,19,173,Hourglass
37,34,37,17,157,Rectangle
32,29,44,18,177,Pear
40,38,41,17,182,Rectangle
37,34,44,18,184,Pear
37,28,37,18,159,Hourglass
37,36,34,20,162,Apple
40,37,35,21,183,InvertedTriangle
34,32,41,17,160,Pear
35,32,41,18,181,Pear
41,36,34,21,161,InvertedTriangle
42,33,42,16,151,Hourglass
41,36,34,23,159,InvertedTriangle
37,35,46,17,177,Pear
33,28,39,17,161,Pear
34,33,35,19,161,Rectangle
34,27,33,18,185,Hourglass
36,35,35,19,185,Apple
36,33,46,15,177,Pear
37,37,34,19,157,Apple
43,41,42,17,176,Apple
34,32,34,19,163,Rectangle
46,40,39,22,182,InvertedTriangle
34,24,33,19,165,Hourglass
38,37,36,18,180,Apple
37,34,36,18,173,Rectangle
43,41,42,20,164,Apple
38,36,40,16,163,Rectangle
32,27,44,18,152,Pear
33,31,39,15,150,Pear
38,36,35,20,174,Apple
43,40,38,24,161,InvertedTriangle
36,34,44,18,150,Pear
43,43,41,20,174,Apple
34,29,43,18,167,Pear
32,30,42,16,151,Pear
32,28,40,17,169,Pear
45,42,38,23,156,InvertedTriangle
38,36,35,18,180,Apple
33,30,45,15,172,Pear
38,29,38,19,179,Hourglass
43,42,41,18,156,Apple
39,33,38,18,182,Hourglass
39,34,29,22,173,InvertedTriangle
36,31,42,16,178,Pear
42,41,40,20,184,Apple
34,31,35,17,182,Rectangle
39,38,39,17,157,Rectangle
37,35,46,18,156,Pear
40,34,35,20,160,InvertedTriangle
40,36,33,24,159,InvertedTriangle
40,37,40,18,155,Rectangle
39,39,37,19,163,Apple
35,26,37,18,174,Hourglass
40,39,37,17,175,Apple
38,36,35,18,185,Apple
40,38,39,17,171,Rectangle
40,38,41,17,170,Rectangle
38,36,45,18,164,Pear
44,41,39,24,160,InvertedTriangle
37,35,36,16,166,Rectangle
41,35,31,22,152,InvertedTriangle
38,35,31,20,154,InvertedTriangle
39,37,38,20,159,Apple
45,42,35,22,165,InvertedTriangle
37,32,49,18,173,Pear
35,31,45,15,158,Pear
35,25,34,17,178,Hourglass
38,36,38,17,155,Rectangle
34,30,40,16,155,Pear
36,28,35,17,157,Hourglass
46,41,37,20,165,InvertedTriangle
42,39,32,23,166,InvertedTriangle
39,34,30,21,151,InvertedTriangle
38,33,30,22,175,InvertedTriangle
35,34,36,17,167,Rectangle
37,34,39,18,150,Rectangle
46,42,40,20,178,InvertedTriangle
41,40,40,17,175,Apple
38,37,37,17,172,Rectangle
39,37,40,18,173,Rectangle
40,35,34,22,180,InvertedTriangle
34,32,34,18,165,Rectangle
38,37,38,17,150,Rectangle
34,32,36,18,183,Rectangle
40,40,38,18,167,Apple
41,32,40,16,163,Hourglass
36,33,37,18,164,Rectangle
42,39,32,23,157,InvertedTriangle
41,32,42,16,156,Hourglass
43,42,40,18,185,Apple
34,33,34,19,163,Rectangle
34,26,36,19,166,Hourglass
40,33,42,17,167,Hourglass
42,40,41,18,183,Apple
42,40,39,19,185,Apple
39,38,38,20,157,Apple
32,30,43,18,176,Pear
38,38,36,17,179,Apple
38,37,36,20,155,Apple
32,29,38,16,184,Pear
44,44,42,17,180,Apple
37,34,47,17,154,Pear
41,38,35,24,177,InvertedTriangle
37,27,38,19,167,Hourglass
41,41,40,19,161,Apple
41,35,31,20,164,InvertedTriangle
40,38,38,18,168,Apple
38,34,46,15,179,Pear
40,40,37,20,160,Apple
40,31,40,17,166,Hourglass
38,35,47,15,177,Pear
34,31,36,19,180,Rectangle
35,28,35,17,180,Hourglass
37,36,38,18,170,Rectangle
38,33,28,21,168,InvertedTriangle
39,33,31,22,156,InvertedTriangle
41,35,39,18,168,Hourglass
36,27,34,17,180,Hourglass
39,36,32,22,153,InvertedTriangle
37,36,35,17,183,Apple
43,40,36,21,184,InvertedTriangle
41,35,35,23,164,InvertedTriangle
41,35,31,22,166,InvertedTriangle
39,37,38,19,159,Rectangle
37,28,36,19,185,Hourglass
38,29,37,16,155,Hourglass
38,33,50,16,165,Pear
43,43,42,19,176,Apple
41,33,43,18,151,Hourglass
41,38,34,24,151,InvertedTriangle
42,41,40,19,169,Apple
37,31,39,17,172,Hourglass
39,37,40,18,164,Rectangle
35,34,36,16,153,Rectangle
37,32,45,16,161,Pear
39,37,40,17,172,Rectangle
39,34,31,22,151,InvertedTriangle
33,30,39,16,151,Pear
35,31,41,17,164,Pear
45,41,40,21,150,InvertedTriangle
34,33,35,16,162,Rectangle
38,36,35,18,183,Apple
39,39,36,20,155,Apple
37,29,36,18,166,Hourglass
37,35,36,17,178,Rectangle
38,34,44,18,160,Pear
45,40,36,20,170,InvertedTriangle
36,35,38,16,159,Rectangle
38,32,38,18,156,Hourglass
37,28,39,19,167,Hourglass
42,42,39,17,164,Apple
35,32,47,16,182,Pear
41,34,41,17,158,Hourglass
38,33,30,21,165,InvertedTriangle
36,35,33,19,157,Apple
43,41,42,18,171,Apple
44,38,35,20,153,InvertedTriangle
40,34,34,21,154,InvertedTriangle
36,31,43,18,160,Pear
37,36,39,16,180,Rectangle
44,44,42,20,178,Apple
35,32,42,16,172,Pear
42,34,40,16,173,Hourglass
34,33,35,17,183,Rectangle
36,33,35,16,153,Rectangle
36,34,36,19,169,Rectangle
36,33,42,16,153,Pear
44,38,36,23,183,InvertedTriangle
42,38,33,23,182,InvertedTriangle
35,32,36,16,172,Rectangle
36,34,35,16,178,Rectangle
39,35,33,24,159,InvertedTriangle
34,32,41,15,154,Pear
38,33,45,16,173,Pear
40,39,38,20,174,Apple
34,31,40,16,158,Pear
39,36,31,20,153,InvertedTriangle
41,41,38,17,163,Apple
36,26,36,19,177,Hourglass
35,34,35,18,151,Rectangle
39,38,40,18,177,Rectangle
45,42,40,23,154,InvertedTriangle
36,34,35,16,181,Rectangle
42,37,36,21,183,InvertedTriangle
42,42,40,18,154,Apple
33,28,40,18,161,Pear
35,33,37,19,160,Rectangle
37,34,36,17,152,Rectangle
43,42,41,17,156,Apple
38,35,32,22,163,InvertedTriangle
37,33,44,15,161,Pear
42,39,35,24,159,InvertedTriangle
42,34,43,16,176,Hourglass
38,37,38,18,156,Rectangle
38,33,45,16,177,Pear
37,37,36,17,158,Apple
38,30,39,18,150,Hourglass
32,30,39,17,166,Pear
40,35,33,21,183,InvertedTriangle
43,38,36,22,169,InvertedTriangle
38,36,48,18,180,Pear
39,33,29,24,181,InvertedTriangle
38,34,29,23,156,InvertedTriangle
42,37,33,20,159,InvertedTriangle
40,38,38,20,171,Apple
32,30,42,16,179,Pear
35,26,34,19,176,Hourglass
33,28,44,16,152,Pear
34,29,41,17,182,Pear
37,34,45,15,158,Pear
38,30,40,18,170,Hourglass
36,32,47,15,171,Pear
35,25,33,16,178,Hourglass
36,32,43,16,162,Pear
38,36,40,17,166,Rectangle
44,43,43,17,174,Apple
37,32,47,18,175,Pear
41,39,39,20,181,Apple
39,39,37,17,160,Apple
36,33,42,16,169,Pear
37,32,49,18,172,Pear
34,27,34,18,167,Hourglass
35,33,34,19,169,Rectangle
37,33,46,16,169,Pear
34,31,40,17,159,Pear
43,38,34,22,168,InvertedTriangle
35,29,33,17,172,Hourglass
34,31,44,18,170,Pear
38,37,40,16,156,Rectangle
39,39,36,17,158,Apple
40,37,42,17,177,Rectangle
38,36,37,19,183,Apple
42,39,34,21,162,InvertedTriangle
40,31,42,17,154,Hourglass
36,26,34,17,183,Hourglass
37,35,46,16,174,Pear
46,41,41,22,165,InvertedTriangle
38,37,38,17,165,Rectangle
38,36,35,20,150,Apple
36,29,34,19,156,Hourglass
40,34,38,19,173,Hourglass
37,31,39,16,185,Hourglass
36,31,47,18,155,Pear
35,34,36,17,161,Rectangle
45,41,38,21,181,InvertedTriangle
42,40,39,17,170,Apple
37,35,35,19,172,Apple
38,36,40,19,151,Rectangle
46,41,39,20,182,InvertedTriangle
38,34,44,16,160,Pear
40,40,37,20,150,Apple
34,30,46,18,164,Pear
34,29,40,16,153,Pear
36,32,46,15,170,Pear
32,28,44,16,172,Pear
39,34,32,22,150,InvertedTriangle
41,35,40,18,169,Hourglass
34,27,36,17,177,Hourglass
44,44,43,18,165,Apple
45,39,36,22,153,InvertedTriangle
37,32,44,17,151,Pear
41,33,40,18,168,Hourglass
38,32,38,18,157,Hourglass
39,38,37,20,164,Apple
36,34,34,18,152,Apple
44,42,43,19,175,Apple
38,34,32,21,151,InvertedTriangle
38,31,36,17,176,Hourglass
36,35,35,18,152,Apple
36,32,42,16,155,Pear
38,36,47,16,162,Pear
42,40,41,18,177,Apple
33,30,45,17,174,Pear
36,34,36,18,155,Rectangle
39,31,37,16,157,Hourglass
37,35,34,19,152,Apple
38,35,32,24,157,InvertedTriangle
35,34,34,18,162,Rectangle
36,33,44,16,169,Pear
38,33,33,21,155,InvertedTriangle
43,42,40,20,173,Apple
43,42,40,20,161,Apple
39,38,39,18,151,Rectangle
44,44,41,18,180,Apple
34,26,36,16,182,Hourglass
37,28,39,17,182,Hourglass
46,40,36,23,162,InvertedTriangle
38,34,49,16,155,Pear
38,34,30,20,173,InvertedTriangle
40,39,38,18,176,Apple
42,37,37,21,154,InvertedTriangle
37,37,36,19,153,Apple
38,33,46,15,163,Pear
40,37,42,19,174,Rectangle
42,35,43,19,177,Hourglass
41,41,39,20,158,Apple
40,38,42,19,184,Rectangle
36,35,35,18,156,Rectangle
37,29,36,16,171,Hourglass
38,34,29,21,174,InvertedTriangle
34,27,36,18,154,Hourglass
38,35,48,17,161,Pear
39,33,33,20,173,InvertedTriangle
41,41,40,19,161,Apple
38,36,46,17,178,Pear
45,40,37,23,173,InvertedTriangle
45,39,40,22,170,InvertedTriangle
40,31,41,19,173,Hourglass
41,37,35,23,181,InvertedTriangle
42,41,39,18,156,Apple
42,37,32,22,165,InvertedTriangle
39,39,37,19,153,Apple
45,39,38,24,164,InvertedTriangle
40,39,38,20,168,Apple
39,29,38,16,164,Hourglass
44,38,34,23,183,InvertedTriangle
46,43,39,20,150,InvertedTriangle
44,42,42,19,152,Apple
35,31,41,16,173,Pear
37,36,36,19,151,Apple
37,37,36,20,162,Apple
44,43,41,18,185,Apple
38,36,38,18,154,Rectangle
38,36,35,19,157,Apple
42,38,32,24,160,InvertedTriangle
36,31,45,16,180,Pear
42,39,35,22,171,InvertedTriangle
37,35,38,17,163,Rectangle
36,28,34,19,181,Hourglass
41,35,36,22,180,InvertedTriangle
37,36,36,17,160,Rectangle
39,34,34,22,161,InvertedTriangle
39,35,29,22,178,InvertedTriangle
38,35,37,16,182,Rectangle
36,35,35,19,171,Rectangle
43,37,37,21,175,InvertedTriangle
36,34,35,19,178,Rectangle
42,38,37,22,166,InvertedTriangle
41,40,38,20,168,Apple
40,38,39,17,174,Rectangle
36,31,47,18,166,Pear
40,37,31,21,176,InvertedTriangle
36,34,34,19,156,Apple
37,33,43,16,151,Pear
42,40,39,18,159,Apple
37,35,38,17,158,Rectangle
42,41,40,17,151,Apple
34,25,35,18,153,Hourglass
36,35,38,19,162,Rectangle
32,27,40,16,176,Pear
40,39,39,16,183,Rectangle
35,34,34,19,177,Rectangle
45,39,35,24,154,InvertedTriangle
43,37,36,24,151,InvertedTriangle
37,30,35,19,164,Hourglass
39,39,36,20,171,Apple
32,30,38,17,185,Pear
44,43,43,17,177,Apple
35,33,46,16,164,Pear
44,41,38,21,154,InvertedTriangle
38,34,48,16,184,Pear
37,34,37,16,181,Rectangle
34,29,41,16,153,Pear
39,37,37,19,168,Apple
42,33,40,19,156,Hourglass
39,37,36,20,174,Apple
34,24,33,17,184,Hourglass
34,29,46,15,153,Pear
38,37,39,19,154,Rectangle
38,35,49,18,163,Pear
41,37,33,24,177,InvertedTriangle
41,37,32,22,174,InvertedTriangle
39,36,38,18,179,Rectangle
41,31,42,19,174,Hourglass
39,33,29,24,153,InvertedTriangle
38,28,39,19,175,Hourglass
36,31,47,18,155,Pear
43,43,42,17,184,Apple
40,35,30,20,171,InvertedTriangle
37,35,46,18,159,Pear
42,33,40,17,158,Hourglass
34,30,46,18,161,Pear
40,39,40,16,158,Rectangle
36,28,37,18,181,Hourglass
40,37,39,19,178,Rectangle
37,36,36,18,168,Rectangle
39,39,37,17,180,Apple
38,36,48,18,160,Pear
42,32,42,19,168,Hourglass
40,39,39,16,158,Rectangle
38,36,37,20,183,Apple
35,33,41,18,180,Pear
42,35,44,16,179,Hourglass
44,43,42,17,155,Apple
41,41,40,18,172,Apple
37,34,47,17,185,Pear
40,38,38,19,170,Apple
39,36,39,18,183,Rectangle
39,31,38,17,151,Hourglass
36,33,36,16,152,Rectangle
40,37,40,17,166,Rectangle
36,33,38,17,164,Rectangle
35,28,33,19,176,Hourglass
36,34,36,16,160,Rectangle
34,31,45,17,165,Pear
37,32,49,18,183,Pear
38,36,40,17,153,Rectangle
37,35,45,18,153,Pear
40,35,31,21,160,InvertedTriangle
36,27,36,16,185,Hourglass
38,36,36,18,153,Apple
39,37,36,17,164,Apple
42,42,39,20,172,Apple
38,36,39,17,160,Rectangle
41,31,42,18,184,Hourglass
34,32,44,18,152,Pear
41,37,32,21,152,InvertedTriangle
38,35,28,24,164,InvertedTriangle
43,41,42,19,154,Apple
39,36,33,20,181,InvertedTriangle
37,34,47,17,167,Pear
35,26,33,16,153,Hourglass
42,41,39,20,167,Apple
42,40,40,20,163,Apple
44,41,39,23,150,InvertedTriangle
40,38,40,17,183,Rectangle
38,32,39,17,167,Hourglass
41,37,36,22,162,InvertedTriangle
38,32,36,18,150,Hourglass
36,34,33,20,164,Apple
39,30,41,18,164,Hourglass
41,35,39,19,163,Hourglass
40,32,38,18,181,Hourglass
46,41,39,22,169,InvertedTriangle
38,35,48,15,164,Pear
39,34,33,21,182,InvertedTriangle
37,28,36,16,175,Hourglass
38,34,47,16,167,Pear
36,32,42,15,177,Pear
40,37,30,20,158,InvertedTriangle
39,38,39,18,181,Rectangle
38,36,44,17,182,Pear
34,32,46,18,156,Pear
43,38,35,24,163,InvertedTriangle
44,44,43,17,182,Apple
34,33,33,17,168,Rectangle
39,32,37,16,182,Hourglass
39,30,37,16,180,Hourglass
33,28,44,16,173,Pear
36,32,47,17,174,Pear
37,34,39,17,155,Rectangle
41,37,34,23,165,InvertedTriangle
44,43,43,17,164,Apple
42,38,33,24,181,InvertedTriangle
46,41,36,24,183,InvertedTriangle
39,33,30,20,154,InvertedTriangle
44,44,42,20,180,Apple
42,35,44,19,173,Hourglass
35,32,34,18,164,Rectangle
39,36,40,17,153,Rectangle
34,31,34,19,169,Rectangle
45,42,35,21,151,InvertedTriangle
46,40,38,22,183,InvertedTriangle
36,33,38,17,168,Rectangle
35,31,47,16,164,Pear
39,37,37,17,163,Apple
36,26,36,16,150,Hourglass
42,41,41,20,152,Apple
37,29,36,16,156,Hourglass
39,36,38,16,167,Rectangle
36,33,48,16,183,Pear
34,25,36,16,170,Hourglass
36,31,48,15,165,Pear
36,35,38,17,173,Rectangle
37,30,37,19,165,Hourglass
40,35,30,24,158,InvertedTriangle
42,39,36,20,151,InvertedTriangle
43,43,40,19,161,Apple
39,35,34,20,172,InvertedTriangle
32,30,44,18,160,Pear
44,38,38,24,153,InvertedTriangle
38,34,49,18,172,Pear
39,38,40,19,157,Rectangle
41,35,32,24,154,InvertedTriangle
37,30,38,16,171,Hourglass
46,43,37,23,169,InvertedTriangle
44,44,43,20,159,Apple
40,37,41,19,179,Rectangle
37,35,34,18,180,Apple
38,35,38,16,170,Rectangle
35,32,35,17,162,Rectangle
38,35,32,24,182,InvertedTriangle
38,34,29,21,163,InvertedTriangle
41,41,38,19,176,Apple
34,29,41,18,158,Pear
38,37,36,18,178,Apple
37,35,34,20,151,Apple
38,32,32,23,183,InvertedTriangle
40,38,39,19,158,Rectangle
41,35,41,19,173,Hourglass
38,35,44,16,157,Pear
37,36,34,17,172,Apple
33,29,41,18,182,Pear
40,32,39,16,179,Hourglass
44,38,34,22,157,InvertedTriangle
37,36,36,17,185,Apple
40,37,40,16,161,Rectangle
38,37,40,16,166,Rectangle
39,39,38,19,158,Apple
34,33,36,19,158,Rectangle
38,36,35,17,162,Apple
38,29,37,19,161,Hourglass
33,31,45,17,161,Pear
39,38,37,17,159,Apple
35,28,33,17,173,Hourglass
45,41,37,23,177,InvertedTriangle
44,41,37,22,162,InvertedTriangle
43,41,42,19,163,Apple
35,27,34,18,160,Hourglass
38,36,37,20,175,Apple
42,32,42,18,182,Hourglass
42,42,41,17,157,Apple
37,31,38,18,176,Hourglass
39,38,38,18,157,Rectangle
32,28,39,15,168,Pear
36,35,33,18,179,Apple
45,41,40,21,153,InvertedTriangle
40,39,39,19,151,Apple
39,37,38,19,155,Apple
34,31,43,16,165,Pear
40,39,37,19,164,Apple
38,29,36,17,169,Hourglass
33,28,42,16,162,Pear
40,31,42,17,165,Hourglass
35,26,36,19,161,Hourglass
46,40,39,21,167,InvertedTriangle
43,43,42,17,182,Apple
42,40,40,20,155,Apple
38,32,28,21,152,InvertedTriangle
35,32,35,17,165,Rectangle
45,42,35,20,180,InvertedTriangle
35,30,42,18,165,Pear
39,37,40,19,151,Rectangle
37,36,36,18,151,Apple
38,33,32,20,156,InvertedTriangle
39,30,39,19,182,Hourglass
39,32,40,19,158,Hourglass
38,33,47,18,184,Pear
42,36,40,18,185,Hourglass
39,39,37,20,168,Apple
35,32,41,18,169,Pear
43,38,37,22,158,InvertedTriangle
41,36,33,21,167,InvertedTriangle
39,38,40,16,175,Rectangle
37,37,35,20,181,Apple
37,29,36,18,185,Hourglass
38,34,33,23,161,InvertedTriangle
34,32,35,17,153,Rectangle
38,29,37,16,174,Hourglass
36,35,33,20,151,Apple
38,36,39,19,181,Rectangle
42,40,39,17,160,Apple
40,39,37,20,163,Apple
37,31,36,18,164,Hourglass
38,35,39,18,165,Rectangle
41,35,34,23,158,InvertedTriangle
35,32,41,17,157,Pear
43,39,38,22,164,InvertedTriangle
43,40,38,24,175,InvertedTriangle
38,34,29,23,169,InvertedTriangle
33,31,43,15,161,Pear
40,39,40,18,163,Rectangle
36,34,45,15,181,Pear
41,35,31,22,183,InvertedTriangle
44,40,36,22,169,InvertedTriangle
44,40,38,20,182,InvertedTriangle
36,35,35,19,184,Apple
36,35,36,19,181,Rectangle
36,30,34,19,177,Hourglass
42,35,40,16,162,Hourglass
42,36,35,22,167,InvertedTriangle
38,32,33,23,170,InvertedTriangle
44,41,38,21,179,InvertedTriangle
36,35,36,16,161,Rectangle
41,35,33,22,153,InvertedTriangle
40,38,39,18,169,Apple
37,35,35,19,154,Apple
33,28,42,18,162,Pear
37,29,37,18,175,Hourglass
39,37,39,19,183,Rectangle
39,39,37,19,164,Apple
40,38,37,19,156,Apple
38,33,50,15,172,Pear
38,35,30,23,181,InvertedTriangle
39,32,40,18,181,Hourglass
36,35,36,18,161,Rectangle
42,41,41,17,156,Apple
34,28,34,19,175,Hourglass
46,42,36,23,155,InvertedTriangle
38,38,37,17,171,Apple
34,33,34,19,157,Rectangle
33,29,41,17,159,Pear
38,33,33,21,158,InvertedTriangle
42,39,37,24,179,InvertedTriangle
39,29,40,16,182,Hourglass
36,34,34,18,169,Apple
34,31,36,19,173,Rectangle
40,37,42,17,161,Rectangle
40,38,39,16,152,Rectangle
38,28,36,18,150,Hourglass
37,29,38,16,156,Hourglass
40,35,31,24,158,InvertedTriangle
42,41,41,19,156,Apple
41,41,38,19,175,Apple
43,41,42,18,151,Apple
41,32,39,17,185,Hourglass
41,40,40,18,178,Apple
37,34,45,16,171,Pear
41,31,43,17,181,Hourglass
42,35,42,19,155,Hourglass
38,36,47,17,154,Pear
35,25,37,17,153,Hourglass
39,36,38,17,156,Rectangle
41,41,38,20,155,Apple
37,32,46,17,153,Pear
37,35,39,19,164,Rectangle
35,31,47,15,169,Pear
37,35,36,16,177,Rectangle
43,37,35,24,152,InvertedTriangle
36,34,36,16,167,Rectangle
38,33,49,15,162,Pear
38,38,36,19,158,Apple
42,38,33,24,162,InvertedTriangle
42,38,36,23,153,InvertedTriangle
42,36,33,24,170,InvertedTriangle
34,33,35,19,156,Rectangle
39,36,29,20,173,InvertedTriangle
41,40,40,20,170,Apple
40,37,30,22,163,InvertedTriangle
37,37,35,17,183,Apple
43,38,34,23,174,InvertedTriangle
45,39,35,24,164,InvertedTriangle
37,35,47,17,176,Pear
35,32,34,17,174,Rectangle
32,29,44,16,178,Pear
41,39,38,19,156,Apple
42,38,34,22,176,InvertedTriangle
34,31,35,18,157,Rectangle
35,32,35,17,166,Rectangle
39,30,39,17,181,Hourglass
43,43,41,17,167,Apple
40,38,42,19,167,Rectangle
33,30,45,17,164,Pear
38,36,36,18,179,Apple
37,35,38,17,177,Rectangle
43,42,40,19,185,Apple
36,33,47,16,171,Pear
39,38,36,19,174,Apple
41,38,36,22,167,InvertedTriangle
38,38,36,20,171,Apple
40,37,42,17,168,Rectangle
38,33,50,17,159,Pear
37,28,36,19,163,Hourglass
33,28,42,17,173,Pear
38,29,40,18,185,Hourglass
38,37,37,19,153,Rectangle
40,39,39,17,157,Rectangle
36,26,35,19,165,Hourglass
39,34,34,23,180,InvertedTriangle
36,28,34,16,173,Hourglass
35,26,37,17,169,Hourglass
42,33,42,17,168,Hourglass
42,35,42,19,171,Hourglass
34,29,41,18,180,Pear
39,35,33,22,184,InvertedTriangle
32,29,38,18,168,Pear
37,34,49,18,164,Pear
35,32,37,16,157,Rectangle
38,35,40,18,178,Rectangle
45,39,37,23,183,InvertedTriangle
41,38,32,20,170,InvertedTriangle
43,38,33,23,161,InvertedTriangle
44,42,42,19,156,Apple
37,34,45,17,177,Pear
43,37,38,24,174,InvertedTriangle
36,26,34,19,178,Hourglass
38,35,39,19,154,Rectangle
36,34,48,18,170,Pear
36,33,37,19,170,Rectangle
35,32,42,18,154,Pear
43,42,40,20,177,Apple
37,30,36,18,161,Hourglass
36,33,35,18,169,Rectangle
38,31,38,16,178,Hourglass
38,36,36,19,184,Apple
46,42,36,20,163,InvertedTriangle
40,40,39,19,158,Apple
38,36,44,16,150,Pear
38,37,37,20,169,Apple
35,33,37,17,174,Rectangle
38,37,37,18,160,Apple
42,38,34,24,174,InvertedTriangle
38,36,39,17,175,Rectangle
41,33,42,19,168,Hourglass
38,36,35,18,178,Apple
41,37,33,24,150,InvertedTriangle
37,36,35,20,184,Apple
36,34,48,17,162,Pear
39,31,40,18,172,Hourglass
40,37,32,22,158,InvertedTriangle
34,31,42,15,150,Pear
35,25,35,17,180,Hourglass
35,31,44,16,152,Pear
40,30,42,16,167,Hourglass
34,29,40,17,153,Pear
37,34,39,19,181,Rectangle
44,43,43,17,184,Apple
43,42,41,17,161,Apple
39,37,40,19,162,Rectangle
40,40,38,18,185,Apple
44,38,37,24,185,InvertedTriangle
46,41,37,21,179,InvertedTriangle
34,31,34,17,164,Rectangle
39,35,29,24,167,InvertedTriangle
37,36,36,19,164,Apple
44,38,36,24,181,InvertedTriangle
40,37,39,18,153,Rectangle
42,39,35,22,150,InvertedTriangle
36,32,47,17,165,Pear
36,29,34,17,171,Hourglass
40,30,38,16,158,Hourglass
38,38,36,17,150,Apple
35,33,35,16,175,Rectangle
36,31,42,18,150,Pear
35,33,35,19,176,Rectangle
37,36,37,17,152,Rectangle
37,30,35,16,159,Hourglass
46,43,41,22,160,InvertedTriangle
35,33,43,16,167,Pear
37,37,34,20,161,Apple
42,42,41,19,179,Apple
39,36,38,18,184,Rectangle
39,29,37,19,157,Hourglass
36,33,45,16,179,Pear
39,36,30,21,162,InvertedTriangle
36,33,42,18,159,Pear
42,36,36,21,159,InvertedTriangle
36,31,48,15,172,Pear
34,29,44,17,178,Pear
35,34,36,16,155,Rectangle
36,33,44,17,161,Pear
39,34,34,23,170,InvertedTriangle
39,30,39,16,181,Hourglass
36,28,37,18,166,Hourglass
42,36,36,23,177,InvertedTriangle
41,35,35,20,179,InvertedTriangle
35,33,47,17,155,Pear
34,32,44,16,185,Pear
34,29,43,18,181,Pear
32,27,43,16,179,Pear
36,34,36,16,171,Rectangle
37,33,48,15,174,Pear
37,35,47,18,169,Pear
42,41,40,18,155,Apple
34,31,42,16,177,Pear
36,28,34,16,171,Hourglass
41,34,40,17,155,Hourglass
39,35,34,24,150,InvertedTriangle
40,38,42,17,151,Rectangle
42,32,40,19,161,Hourglass
37,35,36,17,155,Rectangle
40,36,34,24,182,InvertedTriangle
39,38,40,17,175,Rectangle
43,42,41,20,159,Apple
40,40,39,18,178,Apple
38,32,28,23,155,InvertedTriangle
38,35,32,22,168,InvertedTriangle
34,27,35,19,161,Hourglass
39,30,39,16,165,Hourglass
38,30,40,17,157,Hourglass
36,35,37,17,173,Rectangle
44,44,42,18,157,Apple
35,34,34,18,163,Rectangle
35,32,36,16,184,Rectangle
40,34,35,23,176,InvertedTriangle
43,38,35,22,171,InvertedTriangle
39,37,41,17,178,Rectangle
35,27,35,19,164,Hourglass
40,38,41,18,181,Rectangle
37,34,39,17,164,Rectangle
39,39,37,20,174,Apple
42,42,40,18,164,Apple
36,31,48,18,154,Pear
37,27,35,18,172,Hourglass
35,32,36,16,157,Rectangle
44,38,35,23,171,InvertedTriangle
40,38,38,18,183,Apple
37,33,48,18,169,Pear
41,39,38,20,164,Apple
38,36,38,18,151,Rectangle
36,34,35,19,178,Apple
36,34,35,19,164,Rectangle
36,35,34,19,185,Apple
34,27,34,17,155,Hourglass
37,35,34,19,181,Apple
43,42,40,19,158,Apple
35,33,42,15,182,Pear
44,42,43,20,158,Apple
38,38,36,20,182,Apple
41,32,40,19,168,Hourglass
38,36,38,17,154,Rectangle
40,38,38,18,180,Apple
38,35,46,15,159,Pear
35,32,36,19,177,Rectangle
38,36,35,17,183,Apple
34,30,44,15,158,Pear
42,36,43,16,162,Hourglass
40,39,38,18,169,Apple
39,38,38,17,181,Apple
34,31,40,17,163,Pear
32,28,44,15,157,Pear
37,36,36,18,184,Apple
40,39,42,19,161,Rectangle
42,42,41,17,168,Apple
37,35,45,16,185,Pear
39,38,41,16,177,Rectangle
34,26,32,19,156,Hourglass
41,33,43,16,153,Hourglass
35,31,47,15,151,Pear
43,40,38,21,177,InvertedTriangle
41,36,35,24,174,InvertedTriangle
35,31,46,17,173,Pear
40,30,39,16,185,Hourglass
35,32,35,16,178,Rectangle
35,33,34,17,174,Rectangle
37,27,36,16,174,Hourglass
34,33,36,17,165,Rectangle
36,30,36,16,159,Hourglass
40,40,38,19,180,Apple
37,27,36,19,159,Hourglass
39,34,34,23,160,InvertedTriangle
37,34,44,16,180,Pear
